Year,Funder,State,Money
2020,"ReviverMx, Inc.",California,9000
2019,PELOTON TECHNOLOGY,California,9000
2020,PRBA - The Rechargeable Battery Association,District of Columbia,9000
2017,"Association of Global Automakers, Inc. (thru National Strategies, LLC)",District of Columbia,9000
2016,ALIGNED AG DISTRIBUTORS LLC,Iowa,9000
2020,DraftKings Inc.,Massachusetts,9000
2018,EXPLORE INFORMATION SERVICES,Minnesota,9000
2020,American Association of Orthodontists,Missouri,9000
2022,International Business Machines Corporation (IBM) ,New York,9000
2020,FanDuel Group,New York,9000
2018,Acadia Healthcare,Tennessee,9000
2016,Lincoln Memorial University,Tennessee,9000
2022,"General Cigar Co., Inc.",Virginia,9000
2021,"General Cigar Co., Inc.",Virginia,9000
2019,"PRA Group, Inc.",Virginia,9000
2023,"General Cigar Co., Inc.",Virginia,9000
2016,NATL ASSN OF CHAIN DRUG STORES,Virginia,8992
2020,"Consolidated Telecom, Inc.",Texas,8750
2022,Bayer U.S. LLC ,New Jersey,8633.53
2018,NATL ASSN OF CHAIN DRUG STORES,Virginia,8624.48
2023,"Zscaler, Inc.",California,8573.36
2020,TICKET NETWORK,Connecticut,8500
2023,"United Automobile, Aerospace and Agricultural Implement Workers of America",California,8445.6
2016,ABBOTT LABORATORIES,Illinois,8400
2021,UNITED TRUSTEES ASSN,California,8333.35
2023,"BlueGreen Alliance, Inc.",Minnesota,8258
2020,Compassion & Choices,Colorado,8181.81
2022,EDUCATION REFORM NOW ADVOCACY,New York,8005
2020,Acusensus,Arizona,8000
2019,Firearms Policy Coalition,California,8000
2018,"Bird Rides, Inc.",California,8000
2023,Payactiv,California,8000
2023,"Cognoa, Inc.",California,8000
2016,TICKET NETWORK,Connecticut,8000
2023,"Baldwin Risk Partners, LLC",Florida,8000
2022,College of American Pathologists,Illinois,8000
2022,WA St Society of Pathologists,Illinois,8000
2019,ABBVIE INC,Illinois,8000
2019,College of American Pathologists,Illinois,8000
2019,WA St Society of Pathologists,Illinois,8000
2020,The BeliEve Foundation,Minnesota,8000
2016,FIRST SOLAR INC,New Jersey,8000
2018,MVD Express,New Mexico,8000
2021,Walden University c/o MultiState Associates Inc.,Virginia,8000
2020,Carahsoft Technology Corporation,Virginia,8000
2022,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,7981.03
2017,OCHIN Inc.,California,7697.12
2020,Western States Hydrogen Alliance,California,7500
2017,BLUE STAR GAS,California,7500
2022,Recology,California,7500
2020,Verus Analytics LLC,Connecticut,7500
2020,Battery Council International,District of Columbia,7500
2019,Coalition for Access to Prenatal Screening,District of Columbia,7500
2019,Secure Democracy,District of Columbia,7500
2016,New Venture Fund,District of Columbia,7500
2020,"VENUETIZE, INC.",Florida,7500
2019,Churchill Downs Incorporated,Kentucky,7500
2021,"Enterprise Community Partners, Inc.",Maryland,7500
2022,Merative US L.P.,Michigan,7500
2018,R. L. Polk & Co.,Michigan,7500
2021,Zocdoc,New York,7500
2016,SERVICE CONTRACT INDUSTRY CNCL,New York,7500
2016,Handy Technologies Inc,New York,7500
2022,"23andMe, Inc.",California,7451.61
2022,Ancestry,Utah,7451.61
2019,Avesis Incorporated,California,7250
2019,"Consolidated Telecom, Inc.",Texas,7250
2023,State Privacy & Security Coalition,Maryland,7207
2018,"Securus Technologies, Inc. (thru National Strategies)",District of Columbia,7100
2022,National Association of Mutual Insurance Companies (NAMIC),Indiana,7025
2023,"Zoox, Inc.",California,7000
2019,"Aristocrat Technologies, Inc.",Nevada,7000
2019,National Football League c/o MultiState Associates LLC,Virginia,7000
2020,Cascade AIDS Project,Oregon,6864
2023,COUNCIL FOR A STRONG AMERICA,District of Columbia,6800
2018,"Aristocrat Technologies, Inc.",Nevada,6750
2023,ABB E-mobility,North Carolina,6558.74
2021,VIPKid International,California,6500
2019,Cypress Creek Renewables,California,6500
2017,"AMERICAN SOCIETY OF COMPOSERS, AUTHORS, & PUBLISHERS",New York,6480
2020,The Pew Charitable Trusts,District of Columbia,6473.11
2021,"Northwest Kidney Council through Hubbell Communications, LLC",Oregon,6366
2021,Western Environmental Law Center,Oregon,6343.65
2022,Center for Biological Diversity,Arizona,6300
2017,Clean Fuels Alliance America,Missouri,6300
2023,PUBLIC CITIZEN,District of Columbia,6129.03
2018,March of Dimes,California,6000
2018,EVgo Services LLC,California,6000
2022,Mountain Lion Foundation,California,6000
2022,Printing Industries of Washington,California,6000
2020,The Washington Center for Internships and Academic Seminars,District of Columbia,6000
2019,U.S. Tire Manufacturers Association,District of Columbia,6000
2020,FivePoint Capital Management,Florida,6000
2019,WSDLA Washington State Dental Laboratory Association,Florida,6000
2018,WSDLA Washington State Dental Laboratory Association,Florida,6000
2021,American Family Life Assurance Company (AFLAC),Georgia,6000
2020,WA St Society of Pathologists,Illinois,6000
2016,"THERMO FISHER SCIENTIFIC, INC.",Massachusetts,6000
2023,Novavax,Maryland,6000
2020,"Enterprise Community Partners, Inc.",Maryland,6000
2019,Washington State Medical Oncology Society,Maryland,6000
2019,"Enterprise Community Partners, Inc.",Maryland,6000
2017,"Starkey Laboratories, Inc. dba Starkey Hearing Technologies",Minnesota,6000
2021,American Association of Orthodontists,Missouri,6000
2021,Permitium,North Carolina,6000
2016,Celgene Corporation,New Jersey,6000
2020,MVD Express,New Mexico,6000
2020,Copenhagen Infrastructure Partners,New York,6000
2022,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,6000
2021,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,6000
2020,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,6000
2019,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,6000
2023,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,6000
2017,COLUMBIA RIVER PILOTS,Oregon,6000
2022,Lumio Solar,Utah,6000
2020,www.wildlandsnetwork.org,Utah,6000
2017,COUNCIL FOR A STRONG AMERICA,District of Columbia,5840.5
2018,COUNCIL FOR A STRONG AMERICA,District of Columbia,5811
2022,"Charm Industrial, Inc.",California,5793.75
2019,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,5717.18
2020,INTL CODE COUNCIL,District of Columbia,5588
2022,"Enterprise Community Partners, Inc.",Maryland,5500
2016,CENTER FOR DIAGNOSTIC IMAGING,Minnesota,5500
2019,AHAM - Assn of Home Appliance Manufacturers,District of Columbia,5450
2020,AVALON HEALTH CARE INC,Utah,5333
2023,AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,New York,5250
2020,"InterExchange, Inc.",New York,5250
2016,Reich & Tang Networks LLC,New York,5200
2022,The Pew Charitable Trusts,District of Columbia,5136.04
2018,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,5100
2022,"Pure Storage, Inc. (through National Strategies, LLC)",District of Columbia,5000.01
2021,Postmates,California,5000
2019,Recology,California,5000
2019,EVgo Services LLC,California,5000
2023,"CR Hanna Midtown Communities, LLC",California,5000
2022,"Binti, Inc.",California,5000
2022,"CR Hanna Midtown Communities, LLC",California,5000
2022,Universal Hydrogen Co.,California,5000
2020,AIFS,Connecticut,5000
2023,"Pearce Renewables (through National Strategies, LLC)",District of Columbia,5000
2022,Manulife Investment Management Timberland and Agriculture,Idaho,5000
2023,JRP Integrated Solutions,Idaho,5000
2021,"McCain Foods USA, Inc",Illinois,5000
2023,Stericycle,Illinois,5000
2019,PROJECT LEAD THE WAY,Indiana,5000
2017,VERTEX PHARMACEUTICALS INC,Massachusetts,5000
2023,"Enterprise Community Partners, Inc.",Maryland,5000
2018,FAIRVOTE THE CENTER FOR VOTING & DEMOCRACY,Maryland,5000
2022,Polaris,Minnesota,5000
2021,"Fire Boss, LLC",Minnesota,5000
2022,"Washington Housing Development, LLC",Missouri,5000
2022,Digital Right to Repair Coalition,New York,5000
2021,"Twenty Labs, LLC",New York,5000
2018,Tusk/Montgomery Philanthropies,New York,5000
2018,Crohn's and Colitis Foundation,New York,5000
2022,Forth,Oregon,5000
2022,Northwest Mothers Milk Bank,Oregon,5000
2017,National Psoriasis Foundation,Oregon,5000
2023,Public Generating Pool,Oregon,5000
2020,"TC ENERGY, GAS TRANSMISSION NORHTWEST, LLC",Texas,5000
2016,Community Education Centers,Texas,5000
2021,AA Homecare c/o MultiState Associates LLC,Virginia,5000
2019,"INDA, Association of the Nonwoven Fabrics Industry",Virginia,5000
2016,American Rental Assn (Thru MultiState),Virginia,5000
2023,Electrify America LLC through Bulfinch Strategies Group LLC,Virginia,5000
2016,WESTAF,Colorado,4999.98
2023,NAYA Action Fund,Oregon,4924.48
2023,Air Methods Corporation,Colorado,4800
2017,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,4800
2020,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,4644.77
2021,COUNCIL FOR A STRONG AMERICA,District of Columbia,4550
2023,Port of Cascade Locks,Oregon,4543
2023,Diabetes Patient Advocacy Coalition,California,4530.48
2020,Coalition for Access to Prenatal Screening,District of Columbia,4500
2019,"ARKEMA (THRU NATIONAL STRATEGIES, LLC)",District of Columbia,4500
2019,"MEXICHEM FLUOR, INC. (THRU NATIONAL STRATEGIES, LLC)",District of Columbia,4500
2019,"DowDuPont (thru National Strategies, LLC)",District of Columbia,4500
2021,Hancock Natural Resource Group-Agriculture,Massachusetts,4500
2020,Port of Cascade Locks,Oregon,4500
2018,LifePoint Health,Tennessee,4500
2022,Consumer Brands Association,Virginia,4500
2017,JPMorgan Chase Holdings LLC,New York,4362.5
2022,AMERIPEN,Massachusetts,4350
2016,March of Dimes,California,4332
2016,PHYSICIANS COMM FOR RESPONSIBLE MEDICINE,District of Columbia,4318.17
2020,Wolf-PAC,California,4180.33
2023,Printing Industries of Washington,California,4000
2017,HUDSON GOVT AFFAIRS LLC,Colorado,4000
2022,HealthHIV,District of Columbia,4000
2021,HealthHIV,District of Columbia,4000
2022,"Baldwin Risk Partners, LLC",Florida,4000
2019,FivePoint Capital Management,Florida,4000
2021,The BeliEve Foundation,Minnesota,4000
2019,The BeliEve Foundation,Minnesota,4000
2020,GIrls Who Code,New York,4000
2020,"Secure Identity, LLC",New York,4000
2018,Public Generating Pool,Oregon,4000
2022,Certification Board for Music Therapists,Pennsylvania,4000
2022,AMAROK,South Carolina,4000
2018,Kalkokmey Enterprises,Texas,4000
2018,Baxter Healthcare Corporation c/o MultiState Associates LLC,Virginia,4000
2023,"Northwest Kidney Council through Hubbell Communications, LLC",Oregon,3993.5
2016,COUNCIL FOR A STRONG AMERICA,District of Columbia,3896.99
2023,The ALS Association,Virginia,3850
2022,Watco,Kansas,3840
2016,AMERICAN WOOD COUNCIL,District of Columbia,3800
2019,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,3750
2020,CHILD USAdvocacy,Pennsylvania,3750
2022,"Northwest Kidney Council through Hubbell Communications, LLC",Oregon,3704
2020,Common Sense Media,California,3701.36
2020,Proteus Action League,Massachusetts,3649.62
2023,Flexible Packaging Association (FPA),Maryland,3600
2020,"Dropbox, Inc.",California,3500
2016,"Jazz Pharmaceuticals, Inc. and its subsidiaries, including Greenwich Biosciences, Inc.",California,3500
2022,"Cognoa, Inc.",California,3500
2018,AHAM - Assn of Home Appliance Manufacturers,District of Columbia,3500
2020,"Marriott International, Inc.",Maryland,3500
2019,"Consumer Reports, Inc.",California,3438.9
2019,SiX Action,Wisconsin,3408.74
2023,Alliance for Digital Innovation,District of Columbia,3349.5
2021,Parity For Pumps c/o MultiState Associates LLC,Virginia,3332
2021,"Oceana, Inc.",District of Columbia,3258.75
2021,Electric Vehicle Charging Association,California,3200
2023,Northwest Gas Association,Oregon,3193.74
2018,UNITED TRUSTEES ASSN,California,3166.67
2019,"TransparentBusiness, Inc.",New York,3166.67
2019,EXPLORE INFORMATION SERVICES,Minnesota,3161.29
2017,Firearms Policy Coalition,California,3107.75
2023,"FREE SPEECH FOR PEOPLE, INC.",Texas,3055.64
2021,Booster Fuels,California,3000
2019,Booster Fuels,California,3000
2016,EVgo Services LLC,California,3000
2020,HUDSON GOVT AFFAIRS LLC,Colorado,3000
2020,Bamboo Health,Kentucky,3000
2017,National Wooden Pallet and Container Assn,Virginia,3000
2023,Rocky Mountain Institute,Colorado,2947.46
2016,JPMORGAN CHASE & CO,New York,2917.75
2021,New Venture Fund,District of Columbia,2904.6
2020,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,2744
2022,NAYA Action Fund,Oregon,2668.2
2023,Ducks Unlimited,Tennessee,2612
2019,Juvenile Products Manufacturers Association (JPMA),New Jersey,2600
2016,College of American Pathologists,Illinois,2500
2023,Teaching Strategies,Maryland,2500
2020,"Consumer Reports, Inc.",California,2466.12
2022,Emergent BioSolutions,Pennsylvania,2450
2022,Rocky Mountain Institute,Colorado,2418.6
2022,Jaguar Transport Holdings LLC,Missouri,2400
2016,SCHOOL NURSES ORGANIZATION OF WA,Oklahoma,2400
2023,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,2383.83
2016,ACCREDITATION ASSN FOR AMBULATORY HEALTH CARE,Illinois,2280
2019,CHILD USAdvocacy,Pennsylvania,2250
2020,"General Cigar Co., Inc.",Virginia,2250
2020,VERTEX PHARMACEUTICALS INC,Massachusetts,2211.42
2021,"World Education Services, Inc.",New York,2130.79
2018,Firearms Policy Coalition,California,2115.2
2016,LEVEL 3 COMMUNICATIONS LLC,Colorado,2000
2018,Up for Growth Action,District of Columbia,2000
2021,National Safety Council,Illinois,2000
2022,State Privacy & Security Coalition,Maryland,2000
2019,"American Rivers, Inc.",Oregon,2000
2016,WESTERN FIREWORKS INC,Oregon,2000
2022,AVANTech LLC,South Carolina,2000
2020,HEALTHCARE DISTRIBUTION ALLIANCE c/o MultiState Associates LLC,Virginia,1900
2019,UNION OF CONCERNED SCIENTISTS,Massachusetts,1885
2020,Northwest Gas Association,Oregon,1830
2019,Center for Democracy & Technology,District of Columbia,1829.63
2022,Innergex Renewable Development LLC,California,1826.75
2017,"Prime Therapeutics, LLC",Minnesota,1816.17
2019,EXPRESS SCRIPTS HOLDING CO,District of Columbia,1803.78
2021,Common Sense Media,California,1801
2021,Proteus Action League,Massachusetts,1757.15
2021,Innergex Renewable Development LLC,California,1750
2017,Opportunity Solutions Project,Florida,1750
2020,REACH OUT & READ INC,Massachusetts,1740.4
2019,HEALTHCARE DISTRIBUTION ALLIANCE c/o MultiState Associates LLC,Virginia,1728
2023,Tides Advocacy,California,1717.89
2019,REACH OUT & READ INC,Massachusetts,1685.83
2021,MoneyTree Inc (Thru MultiState),Virginia,1666.67
2019,Rock Central,Michigan,1592.31
2022,American Diabetes Association,Minnesota,1590
2021,NATL ASSN OF CHAIN DRUG STORES,Virginia,1581.44
2019,"Air-Conditioning, Heating, and Refrigeration Institute",Virginia,1580.65
2023,Sage Therapeutics,Massachusetts,1572
2022,Coalition for Community Solar Access,District of Columbia,1548.39
2016,BRENNAN CENTER FOR JUSTICE,New York,1538.8
2017,REACH OUT & READ INC,Massachusetts,1513.14
2022,Secure Democracy,District of Columbia,1500
2021,Battery Council International,District of Columbia,1500
2018,National Assn of Dental Plans (NADP),Texas,1500
2022,"BlueGreen Alliance, Inc.",Minnesota,1470
2023,National Marrow Donor Program,Minnesota,1424.86
2021,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,1384.5
2020,Association of Unemployment Tax Organozations,Massachusetts,1361.5
2021,"BlueGreen Alliance, Inc.",Minnesota,1360
2019,US BANCORP,District of Columbia,1270.36
2018,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,1256.38
2023,Center for Biological Diversity,Arizona,1250
2018,HEALTHCARE DISTRIBUTION ALLIANCE c/o MultiState Associates LLC,Virginia,1227
2018,Roche Diagnostics Corporation,District of Columbia,1197.16
2021,Early Care and Education Consortium,District of Columbia,1197
2016,APPLE INC,California,1164.99
2020,"Community Resources for Justice, Inc.",Massachusetts,1155
2022,"American Civil Liberties Union, Inc.",New York,1142
2019,"BlueGreen Alliance, Inc.",Minnesota,1128.5
2023,Innergex Renewable Development LLC,California,1125
2017,"American Rivers, Inc.",Oregon,1110
2017,Institute for Justice,Virginia,1088.27
2021,Center for Biological Diversity,Arizona,1084
2016,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,1024
2018,APPLE INC,California,1017.28
2018,Juul Labs Inc.,California,1000
2020,"BlueGreen Alliance, Inc.",Minnesota,952
2018,Patients for Affordable Drugs Now,District of Columbia,925
2022,Sandoz Inc.,New Jersey,909.09
2016,NATURAL RESOURCES DEFENSE COUNCIL INC. AND ITS AFFILIATES,New York,881.62
2020,Health Care Without Harm,Virginia,864.09
2018,Institute for Justice,Virginia,835.84
2020,Rock Central,Michigan,796.15
2020,BRENNAN CENTER FOR JUSTICE,New York,793
2020,"The Good Food Institute, Inc.",Virginia,782.6
2018,BRENNAN CENTER FOR JUSTICE,New York,779
2021,Rocky Mountain Institute,Colorado,765.73
2020,Discover Financial Services,District of Columbia,761.6
2019,SAVE THE CHILDREN ACTION NETWORK,District of Columbia,734.94
2023,Susan G. Komen,Texas,724.16
2016,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION (FIRE),Pennsylvania,722
2021,NURSE FAMILY PARTNERSHIP,Colorado,701.5
2018,NURSE FAMILY PARTNERSHIP,Colorado,692.32
2022,Ducks Unlimited,Tennessee,687.5
2023,National Marine Manufacturers Association (NMMA),Illinois,681.73
2017,APPLE INC,California,681.38
2022,Tides Advocacy,California,680.69
2020,"World Education Services, Inc.",New York,675
2022,ADVANCED MEDICAL TECHNOLOGY ASSN,District of Columbia,649.05
2019,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,630
2019,Waymo LLC,California,615.45
2018,US BANCORP,District of Columbia,608.84
2023,"Shipt, Inc.",Alabama,562.5
2022,Proteus Action League,Massachusetts,551.2
2023,Unchained At Last,New Jersey,544.45
2023,Custom Electronic Design and Installation Association (CEDIA),Indiana,541.69
2023,Bayer U.S. LLC ,New Jersey,534.5
2022,Greenworks Lending LLC,Connecticut,525
2021,"EPS Industry Alliance, Inc.",Maryland,522.5
2019,NURSE FAMILY PARTNERSHIP,Colorado,519
2018,VERIFIED VOTING,Pennsylvania,500
2019,National Assn of Dental Plans (NADP),Texas,500
2016,AMERICAN FOREST RESOURCE CNCL,Oregon,499
2021,Giffords,District of Columbia,491.6
2019,BRENNAN CENTER FOR JUSTICE,New York,491
2021,Health Care Without Harm,Virginia,487.15
2019,Northwest Gas Association,Oregon,470
2017,ACT INC,California,450
2022,"Oceana, Inc.",District of Columbia,441.44
2021,SiX Action,Wisconsin,436.05
2020,Giffords,District of Columbia,432.72
2016,US BANCORP,District of Columbia,426.26
2020,Early Care and Education Consortium,District of Columbia,423.99
2019,Columbia Riverkeeper,Oregon,417.34
2017,Waymo LLC,California,403.83
2017,US BANCORP,District of Columbia,390.2
2020,SiX Action,Wisconsin,380.15
2020,US BANCORP,District of Columbia,367.7
2017,PHYSICIANS COMM FOR RESPONSIBLE MEDICINE,District of Columbia,360.6
2021,EDUCATION REFORM NOW ADVOCACY,New York,357
2022,OCHIN Inc.,California,351.92
2021,OCHIN Inc.,California,351.9
2018,REACH OUT & READ INC,Massachusetts,350
2016,HEALTHCARE DISTRIBUTION ALLIANCE c/o MultiState Associates LLC,Virginia,335.54
2018,Independent Inc,California,328.11
2023,NEO Philanthropy,New York,320
2023,"Oceana, Inc.",District of Columbia,317.1
2018,Columbia Riverkeeper,Oregon,312.99
2019,Foundation to Support Animal Protection,Virginia,312
2021,Families Against Mandatory Minimums,District of Columbia,306.25
2016,BLUE STAR GAS,California,300
2020,AMERIPEN,Massachusetts,300
2019,Patients for Affordable Drugs Now,District of Columbia,298.07
2019,Financial Services Stakeholder Project NFP,Illinois,292.5
2021,Institute for Justice,Virginia,284.22
2017,Professional Beauty Association,Arizona,278.93
2017,HEALTHCARE DISTRIBUTION ALLIANCE c/o MultiState Associates LLC,Virginia,276.8
2023,"The Sunrise Project, Inc.",Delaware,275.83
2020,National Psoriasis Foundation,Oregon,263.46
2020,"EPS Industry Alliance, Inc.",Maryland,248.64
2023,Columbia Riverkeeper,Oregon,244.76
2016,INDIVIOR PLC,Virginia,229
2022,Western Environmental Law Center,Oregon,227.91
2023,US BANCORP,District of Columbia,223.92
2021,ACT INC,California,223.02
2022,Early Care and Education Consortium,District of Columbia,209.13
2020,NURSE FAMILY PARTNERSHIP,Colorado,207
2023,EarnIn (thru MultiState Associates LLC),Virginia,200
2019,Center for Responsible Lending,North Carolina,199.71
2018,"Consumer Reports, Inc.",California,196.15
2023,NURSE FAMILY PARTNERSHIP,Colorado,196
2022,Giffords,District of Columbia,192.32
2022,Congressional Sportsmen's Foundation,District of Columbia,192.3
2016,REACH OUT & READ INC,Massachusetts,192.05
2019,Cambridge Assessment International Education,New York,173.1
2019,Institute for Justice,Virginia,156.09
2022,Columbia Riverkeeper,Oregon,151.74
2022,Susan G. Komen,Texas,133.46
2017,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,128
2021,REACH OUT & READ INC,Massachusetts,117.8
2023,OCHIN Inc.,California,117.3
2020,Institute for Justice,Virginia,111.55
2022,Via Transportation Inc.,New York,108.15
2021,Columbia Riverkeeper,Oregon,106.76
2022,Ultragenyx Pharmaceutical Inc.,California,104.29
2017,"Trinity Highway Products, LLC",Texas,104
2018,Waymo LLC,California,100.78
2023,Institute for Justice,Virginia,92.78
2016,"Consumer Reports, Inc.",California,92.3
2017,BRENNAN CENTER FOR JUSTICE,New York,92
2021,ADVANCED MEDICAL TECHNOLOGY ASSN,District of Columbia,91.5
2023,Water Sports Industry Association (WSIA),Florida,86.54
2023,"Mercy For Animals, Inc.",California,84.33
2018,PHYSICIANS COMM FOR RESPONSIBLE MEDICINE,District of Columbia,76.5
2018,Financial Services Stakeholder Project NFP,Illinois,70
2022,NURSE FAMILY PARTNERSHIP,Colorado,69
2023,"World Education Services, Inc.",New York,37.5
2016,PUBLIC CITIZEN,District of Columbia,20
2020,Columbia Riverkeeper,Oregon,14.91
2023,Carvana,Arizona,0
2020,Civics Proficiency Institute,Arizona,0
2020,Center for Biological Diversity,Arizona,0
2019,Civics Proficiency Institute,Arizona,0
2019,Center for Biological Diversity,Arizona,0
2018,Center for Biological Diversity,Arizona,0
2016,NJOY ELECTRONIC CIGARETTES,Arizona,0
2021,BLUE STAR GAS,California,0
2021,EVgo Services LLC,California,0
2021,"Fortinet, Inc.",California,0
2021,MOTOR VEHICLE SOFTWARE CORP,California,0
2021,"Neology, Inc.",California,0
2021,Western States Hydrogen Alliance,California,0
2020,EAZE,California,0
2020,BLUE STAR GAS,California,0
2020,SPRINT NEXTEL,California,0
2020,Liberty Dental Plan,California,0
2020,FSB Public Affairs,California,0
2020,"Neology, Inc.",California,0
2020,ACT INC,California,0
2020,Firearms Policy Coalition,California,0
2020,Katerra,California,0
2019,BLUE STAR GAS,California,0
2019,"Bird Rides, Inc.",California,0
2019,Liberty Dental Plan,California,0
2019,Israeli-American Civic Action Network,California,0
2019,ACT INC,California,0
2019,"GM Cruise, LLC",California,0
2019,March of Dimes,California,0
2019,Katerra,California,0
2018,"Axon Enterprise, Inc.",California,0
2018,BLUE STAR GAS,California,0
2018,ACT INC,California,0
2018,CONSUMER REPORTS,California,0
2018,ALLERGAN USA INC,California,0
2018,Israeli-American Coalition for Action,California,0
2018,"GM Cruise, LLC",California,0
2017,Delta Air Lines,California,0
2017,Advantage Capital,California,0
2017,"Consumer Reports, Inc.",California,0
2017,UNITED TRUSTEES ASSN,California,0
2017,ChargePoint Inc,California,0
2017,CONSUMER REPORTS,California,0
2017,ALLERGAN USA INC,California,0
2017,Israeli-American Coalition for Action,California,0
2017,"GM Cruise, LLC",California,0
2016,Delta Air Lines,California,0
2016,OpenGov inc,California,0
2016,Republic National Distributing Company,California,0
2016,ALTRIA CLIENT SERVICES LLC & ITS AFFILIATES,California,0
2016,TESLA,California,0
2016,"Graduation Alliance, Inc.",California,0
2016,US HEALTHWORKS,California,0
2016,CLEAN ENERGY,California,0
2016,ACT INC,California,0
2016,Fresenius Medical Care,California,0
2016,Marathon Petroleum Corporation and its Subsidiaries,California,0
2016,Sierra Pacific Industries,California,0
2016,CONSUMER REPORTS,California,0
2023,Sierra Pacific Industries,California,0
2023,HomeOptions,California,0
2023,UNITED TRUSTEES ASSN,California,0
2023,Recology,California,0
2023,MOTOR VEHICLE SOFTWARE CORP,California,0
2023,"Block, Inc.",California,0
2023,The Clorox Company,California,0
2023,"Getaround, Inc.",California,0
2023,Terramer Inc,California,0
2023,Committee of Interns and Residents,California,0
2023,Animal Legal Defense Fund,California,0
2023,TWO JINN INC,California,0
2023,Convention of States Action,California,0
2022,BLUE STAR GAS,California,0
2022,EVgo Services LLC,California,0
2022,Marathon Petroleum Corporation and its Subsidiaries,California,0
2022,MOTOR VEHICLE SOFTWARE CORP,California,0
2022,"Neology, Inc.",California,0
2022,"Hims, Inc.",California,0
2022,SHELL OIL CO,California,0
2022,Dream Corps,California,0
2020,Compassion & Choices Action Network,Colorado,0
2016,ASSN OF SURGICAL TECHNOLOGISTS,Colorado,0
2016,NURSE FAMILY PARTNERSHIP,Colorado,0
2016,DISTRIBUTED WIND ENERGY ASSN,Colorado,0
2016,INDEPENDENT PHARMACY COOPERATIVE,Colorado,0
2023,Ball Corporation,Colorado,0
2023,7-ELEVEN INC,Colorado,0
2016,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,Connecticut,0
2022,Campaign for Recycling and the Environment,District of Columbia,0
2022,Battery Council International,District of Columbia,0
2022,"MOTION PICTURE ASSOCIATION, INC.",District of Columbia,0
2022,US BANCORP,District of Columbia,0
2022,COUNCIL FOR A STRONG AMERICA,District of Columbia,0
2022,AHAM - Assn of Home Appliance Manufacturers,District of Columbia,0
2022,Roche Diagnostics Corporation,District of Columbia,0
2022,Internet Association,District of Columbia,0
2022,Secure Democracy USA,District of Columbia,0
2021,INTL CODE COUNCIL,District of Columbia,0
2021,US BANCORP,District of Columbia,0
2021,AHAM - Assn of Home Appliance Manufacturers,District of Columbia,0
2021,Roche Diagnostics Corporation,District of Columbia,0
2020,DJI Technology Inc,District of Columbia,0
2020,PHYSICIANS COMM FOR RESPONSIBLE MEDICINE,District of Columbia,0
2020,Vapor Technology Assoc,District of Columbia,0
2020,AHAM - Assn of Home Appliance Manufacturers,District of Columbia,0
2020,Roche Diagnostics Corporation,District of Columbia,0
2020,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,0
2019,PHYSICIANS COMM FOR RESPONSIBLE MEDICINE,District of Columbia,0
2019,Starship Technologies Inc,District of Columbia,0
2019,Roche Diagnostics Corporation,District of Columbia,0
2019,Giffords,District of Columbia,0
2019,The Pew Charitable Trusts,District of Columbia,0
2018,"AMERESCO, INC.",District of Columbia,0
2018,LEUKEMIA & LYMPHOMA SOCIETY,District of Columbia,0
2017,DDC Public Affairs on behalf of Lockheed Martin,District of Columbia,0
2017,ADVANCED MEDICAL TECHNOLOGY ASSN,District of Columbia,0
2017,INTL COUNCIL OF SHOPPING CENTERS (ICSC),District of Columbia,0
2016,AMERICAN EXPRESS TRAVEL RELATED SERVICES,District of Columbia,0
2016,NATL PATIENT ADVOCATE FOUNDATION,District of Columbia,0
2016,CIGAR ASSN OF AMERICA,District of Columbia,0
2016,Association of American Publishers,District of Columbia,0
2016,American Coatings Association,District of Columbia,0
2016,AMERICAN RECYCLABLE PLASTIC BAG ALLIANCE,District of Columbia,0
2016,Centene Corporation on behalf of its affiliates and subsidiaries,District of Columbia,0
2016,ADVANCED MEDICAL TECHNOLOGY ASSN,District of Columbia,0
2022,ASTRAZENECA PHARMACEUTICALS LP,Delaware,0
2017,PURDUE PHARMA,Delaware,0
2017,ASTRAZENECA PHARMACEUTICALS LP,Delaware,0
